City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,porto novo,6.4965,2.6036,24.9,89,100,2.91,BJ,1724638961
293,pennagaram,12.1333,77.9,23.5,76,99,1.71,IN,1724638962
294,kabansk,52.0486,106.6528,23.49,52,100,1.99,RU,1724638965
295,new plymouth,-39.0667,174.0833,15.45,100,100,5.6,NZ,1724638966
296,marsa alam,25.0757,34.8918,30.27,64,10,1.88,EG,1724638967
297,bandirma,40.3522,27.9767,24.01,88,20,7.2,TR,1724638968
298,tajerouine,35.8917,8.5528,24.88,44,26,1.49,TN,1724638969
299,palmer,42.1584,-72.3287,20.84,72,75,0.0,US,1724638971
300,gaigeturi,33.4644,126.3183,30.03,79,14,3.09,KR,1724638973
301,dolbeau-mistassini,48.8763,-72.212,16.26,88,58,1.03,CA,1724638974
302,maputo,-25.9653,32.5892,15.82,94,20,1.03,MZ,1724638975
303,dhanaula,30.2833,75.5833,28.1,77,8,4.09,IN,1724638976
304,colonia,50.9333,6.95,12.85,83,0,1.74,DE,1724638884
305,arraial do cabo,-22.9661,-42.0278,18.44,88,100,10.83,BR,1724638978
306,charters towers,-20.1,146.2667,25.95,41,3,6.14,AU,1724638981
307,sabang,5.8933,95.3214,25.95,83,100,7.85,ID,1724638982
308,kawalu,-7.3817,108.2082,22.5,89,100,0.58,ID,1724638983
309,susuman,62.7833,148.1667,19.71,40,100,4.0,RU,1724638984
310,st. john's,47.5649,-52.7093,20.99,74,0,6.69,CA,1724638787
311,ankang,32.68,109.0172,28.54,80,100,0.76,CN,1724638986
312,burang,30.25,81.1667,8.45,77,100,1.4,CN,1724638987
313,choma,-16.8065,26.9531,13.34,52,0,1.82,ZM,1724638988
314,ancud,-41.8697,-73.8203,8.91,92,100,3.76,CL,1724638990
315,usogorsk,63.4106,48.6872,11.25,82,3,1.93,RU,1724638991
316,nemuro,43.3236,145.575,16.58,99,100,3.05,JP,1724638992
317,codrington,-38.2667,141.9667,15.42,68,97,7.95,AU,1724638993
318,semnan,35.5729,53.3971,26.17,20,0,1.61,IR,1724638994
319,as sulayyil,20.4607,45.5779,32.9,34,87,4.81,SA,1724638995
320,alice springs,-23.7,133.8833,23.75,29,0,8.75,AU,1724638996
321,dapa,9.7594,126.0531,28.48,74,100,4.22,PH,1724638998
322,ebon,4.582,168.6964,28.48,70,89,1.35,MH,1724638999
323,musoma,-1.5,33.8,22.22,60,73,3.62,TZ,1724639000
324,salahonda,2.1019,-78.7217,25.44,81,82,2.1,CO,1724639001
325,burabay,53.0838,70.3138,11.45,96,94,2.75,KZ,1724639002
326,hounde,11.5,-3.5167,22.84,91,61,1.7,BF,1724639003
327,ambodifotatra,-16.9833,49.85,22.54,69,82,8.87,MG,1724639004
328,krasavino,60.9614,46.4814,12.13,94,1,1.47,RU,1724639007
329,kampene,-3.6,26.6667,20.34,49,99,1.2,CD,1724639008
330,hawkesbury,45.6001,-74.616,18.05,89,0,0.81,CA,1724639009
331,kuta,-8.7233,115.1723,27.97,78,20,5.14,ID,1724638741
332,kaoma,-14.7833,24.8,12.67,54,3,2.64,ZM,1724639011
333,nova sintra,14.8667,-24.7167,26.71,74,65,3.85,CV,1724639012
334,ola,59.5833,151.2833,14.35,80,37,3.99,RU,1724639013
335,al muwayh,22.4333,41.7583,26.16,61,41,8.82,SA,1724639015
336,ampanihy,-24.7,44.75,15.87,58,0,2.95,MG,1724639016
337,atherton,53.5237,-2.4935,15.16,86,100,0.89,GB,1724639017
338,volodarskiy,46.4013,48.5409,19.57,47,100,3.09,RU,1724639020
339,kralendijk,12.15,-68.2667,28.99,79,100,5.66,BQ,1724639021
340,kudahuvadhoo,2.6708,72.8944,27.9,73,96,1.8,MV,1724639023
341,guasdualito,7.2424,-70.7324,24.98,100,20,1.03,VE,1724639024
342,cannonvale,-20.2833,148.7,22.66,70,100,4.99,AU,1724639025
343,san luis del palmar,-27.5079,-58.5545,8.89,70,0,2.15,AR,1724639026
344,birao,10.2849,22.7882,21.42,98,87,1.74,CF,1724639027
345,elko,41.0002,-115.5012,15.91,48,36,5.36,US,1724639028
346,la libertad,-2.2333,-80.9,20.4,85,17,5.81,EC,1724639029
347,zakamensk,50.3741,103.2863,19.86,68,100,0.2,RU,1724639030
348,akureyri,65.6835,-18.0878,6.96,81,100,2.57,IS,1724639032
349,praia,14.9215,-23.5087,26.3,73,75,4.12,CV,1724639033
350,amungan,15.3652,119.9582,29.57,72,89,3.89,PH,1724639034
351,daqing,46.5833,125.0,21.92,60,7,4.88,CN,1724639035
352,johnstown,40.3267,-78.922,20.8,97,11,0.51,US,1724638764
353,cidreira,-30.1811,-50.2056,10.39,71,80,7.96,BR,1724639037
354,general toshevo,43.7,28.0333,21.18,91,22,0.89,BG,1724639038
355,lloydminster,53.2835,-110.0016,16.12,63,20,2.57,CA,1724639039
356,tongliao,43.6125,122.2653,25.42,45,87,3.98,CN,1724639041
357,porto san giorgio,43.1827,13.7934,23.97,58,93,2.78,IT,1724639042
358,slave lake,55.2834,-114.769,15.99,82,0,1.03,CA,1724639044
359,roma,43.2128,-75.4557,19.26,93,0,0.45,US,1724639045
360,lata,40.1629,-8.3327,12.45,80,3,1.22,PT,1724639046
361,tokoroa,-38.2333,175.8667,12.46,78,100,1.98,NZ,1724639047
362,waingapu,-9.6567,120.2641,29.46,57,33,5.85,ID,1724639048
363,ballenstedt,51.7167,11.2333,12.66,70,25,1.73,DE,1724638785
364,ceeldheer,3.8488,47.1806,24.29,85,99,5.7,SO,1724639051
365,port augusta,-32.5,137.7667,17.27,55,84,2.08,AU,1724639052
366,alotau,-10.3069,150.4462,27.99,53,79,3.68,PG,1724639053
367,tolanaro,-25.0319,46.9987,18.04,82,20,7.2,MG,1724639054
368,huilong,31.8111,121.655,30.94,67,5,6.2,CN,1724639055
369,taltal,-25.4,-70.4833,14.56,79,40,1.49,CL,1724639056
370,grand-bassam,5.2118,-3.7388,23.98,89,37,3.41,CI,1724639057
371,devils lake,48.1128,-98.8651,24.97,70,0,4.12,US,1724639060
372,naxos,37.1056,25.3764,26.15,81,0,4.02,GR,1724639061
373,cockburn town,21.4612,-71.1419,28.62,75,0,8.08,TC,1724639062
374,moron,-34.6534,-58.6198,7.76,76,1,4.47,AR,1724639005
375,kuna,43.4918,-116.4201,23.45,38,0,3.6,US,1724639064
376,mili,6.0815,171.735,29.38,73,8,5.14,MH,1724639067
377,almenara,-16.1836,-40.6944,19.82,81,0,1.08,BR,1724639068
378,mabaruma,8.2,-59.7833,25.35,89,96,1.2,GY,1724639069
379,porto real do colegio,-10.1858,-36.84,19.1,88,18,0.95,BR,1724639070
380,jeddah,21.5169,39.2192,32.92,49,40,2.06,SA,1724638793
381,fiambala,-27.6871,-67.6149,6.96,46,0,0.56,AR,1724639072
382,lihue,21.9789,-159.3672,27.77,67,100,10.8,US,1724639073
383,westport,41.1415,-73.3579,23.42,77,17,2.24,US,1724639074
384,kushtagi,15.7667,76.2,22.44,82,98,8.75,IN,1724639075
385,vila franca do campo,37.7167,-25.4333,22.23,64,61,1.57,PT,1724639077
386,filiatra,37.15,21.5833,26.77,72,7,1.07,GR,1724639078
387,kerikeri,-35.2268,173.9474,16.9,70,97,3.37,NZ,1724639079
388,etzatlan,20.7667,-104.0833,19.01,97,97,1.81,MX,1724639080
389,zarghun shahr,32.8473,68.4457,20.44,54,0,1.65,AF,1724639081
390,capitan bado,-23.2667,-55.5333,7.86,55,0,2.85,PY,1724639082
391,vacaria,-28.5122,-50.9339,1.92,92,91,2.59,BR,1724639083
392,igarka,67.4667,86.5833,13.17,63,31,4.59,RU,1724639085
393,mossel bay,-34.1831,22.146,15.96,48,88,3.18,ZA,1724639086
394,mwene-ditu,-7.0,23.45,20.3,31,81,1.79,CD,1724639087
395,castillos,-34.1667,-53.8333,6.59,92,8,2.92,UY,1724639088
396,mananjary,-21.2167,48.3333,18.96,68,100,0.75,MG,1724639089
397,labrador city,52.9463,-66.9114,17.88,70,20,4.92,CA,1724638810
398,zhezqazghan,47.7833,67.7667,14.32,44,0,0.0,KZ,1724639091
399,santona,43.4439,-3.4576,17.26,75,78,1.75,ES,1724639092
400,rupea,46.0333,25.2167,17.28,62,82,1.65,RO,1724639094
401,andergrove,-21.0833,149.1833,22.9,68,100,4.43,AU,1724639095
402,alaghsas,17.0187,8.0168,33.72,28,98,3.68,NE,1724639096
403,shijiang,27.0819,110.7933,30.78,65,7,1.87,CN,1724639097
404,bo rai,12.5728,102.5371,28.25,79,100,0.69,TH,1724639098
405,olovyannaya,50.95,115.5667,22.29,34,7,1.01,RU,1724639099
406,fredericton,45.9454,-66.6656,18.57,90,40,1.54,CA,1724639100
407,hermosillo,29.0667,-110.9667,34.91,39,0,6.26,MX,1724639066
408,novo aripuana,-5.1206,-60.3797,27.61,35,43,1.16,BR,1724639102
409,san andres,12.5847,-81.7006,29.01,84,40,3.09,CO,1724639104
410,borogontsy,62.6683,131.1683,18.3,60,100,4.76,RU,1724639105
411,kvissleby,62.2936,17.375,7.91,78,0,5.35,SE,1724639106
412,katsuura,35.1333,140.3,28.36,79,83,4.49,JP,1724639107
413,daru,-9.0763,143.2092,25.96,76,91,6.94,PG,1724639108
414,kannus,63.9,23.9,13.01,84,0,4.31,FI,1724639109
415,prince edward,44.0001,-77.2495,19.9,91,14,0.45,CA,1724639111
416,"laikit, laikit ii (dimembe)",1.4792,124.9735,30.47,66,40,2.06,ID,1724639112
417,dhidhdhoo,6.8833,73.1,27.12,76,33,3.16,MV,1724639114
418,kerman,30.2832,57.0788,13.92,30,0,0.0,IR,1724639115
419,maebaru-chuo,33.55,130.2,33.82,61,55,1.95,JP,1724639011
420,kharabali,47.4196,47.2568,19.68,46,0,2.15,RU,1724639117
421,buriti alegre,-18.14,-49.0403,13.95,42,0,5.3,BR,1724639118
422,sinop,41.7711,34.8709,17.91,77,98,2.33,TR,1724639121
423,torghay,49.6339,63.4981,17.37,44,35,1.61,KZ,1724639122
424,mount airy,36.4993,-80.6073,21.29,78,0,1.79,US,1724639097
425,horodok,49.1637,26.5839,17.84,54,7,2.76,UA,1724639124
426,rosetta,31.4044,30.4164,25.6,71,0,1.15,EG,1724639125
427,jaisalmer,26.9147,70.9181,30.72,63,8,2.84,IN,1724639126
428,novodvinsk,64.4165,40.8122,12.86,78,8,3.89,RU,1724639127
429,hammerfest,70.6634,23.6821,12.25,82,75,4.12,NO,1724639129
430,prince rupert,54.3161,-130.3201,13.05,93,100,17.49,CA,1724639130
431,astrakhan,46.3497,48.0408,17.93,59,0,3.0,RU,1724639131
432,alofi,-19.0595,-169.9187,23.94,94,75,5.66,NU,1724639132
433,ipu,-4.3222,-40.7108,22.65,50,49,0.48,BR,1724639133
434,al jawf,29.5,38.75,27.94,32,19,4.29,SA,1724639134
435,lubango,-14.9172,13.4925,13.92,38,0,2.06,AO,1724639135
436,ta`u,-14.2336,-169.5144,26.26,86,35,7.46,AS,1724639136
437,raja,8.4596,25.678,21.09,96,91,1.73,SS,1724639138
438,firuzabad,28.8438,52.5707,27.4,18,4,2.92,IR,1724639139
439,vermillion,42.7794,-96.9292,31.52,36,1,4.49,US,1724639140
440,lockwood,45.8191,-108.4149,21.94,51,75,4.63,US,1724639141
441,berdigestyakh,62.0989,126.6992,17.35,63,69,4.83,RU,1724639142
442,mermoz boabab,14.7065,-17.4758,26.88,94,40,3.09,SN,1724639143
443,riohacha,11.5444,-72.9072,26.74,86,100,2.3,CO,1724639144
444,saudarkrokur,65.7461,-19.6394,4.46,95,100,1.25,IS,1724639145
445,ad dilam,23.9915,47.1627,32.75,27,4,1.46,SA,1724639147
446,richards bay,-28.783,32.0377,18.03,85,46,2.7,ZA,1724639148
447,cuite,-6.4836,-36.1536,17.84,86,47,6.22,BR,1724639149
448,mungwi,-10.1732,31.3694,11.37,62,9,1.15,ZM,1724639150
449,zemio,5.0314,25.1361,20.99,98,100,2.31,CF,1724639152
450,kirensk,57.7853,108.1119,22.61,45,62,1.87,RU,1724639153
451,yashkino,55.8736,85.4265,12.48,96,100,5.14,RU,1724639154
452,tshabong,-26.05,22.45,11.68,30,0,3.32,BW,1724639155
453,nuuk,64.1835,-51.7216,5.34,87,100,2.06,GL,1724639157
454,pacific grove,36.6177,-121.9166,22.03,60,0,2.57,US,1724639158
455,katabu,-4.9333,122.5167,32.33,44,64,4.06,ID,1724639159
456,bandarbeyla,9.4942,50.8122,26.63,69,37,9.68,SO,1724639160
457,mumford,5.2618,-0.759,23.15,92,89,4.21,GH,1724639161
458,hafar al-batin,28.4328,45.9708,33.32,31,0,3.09,SA,1724639162
459,sierre,46.2919,7.5356,17.91,80,75,1.54,CH,1724639164
460,guerrero negro,27.9769,-114.0611,21.05,73,0,8.14,MX,1724639165
461,batesville,35.7698,-91.641,28.23,51,0,2.06,US,1724639167
462,kedougou,12.5579,-12.1743,23.49,96,94,1.31,SN,1724639168
463,tannum sands,-23.9504,151.3693,24.94,50,0,3.09,AU,1724639169
464,mothihari,26.65,84.9167,28.74,74,8,4.81,IN,1724639170
465,gua,22.2,85.3833,23.65,90,90,3.02,IN,1724639172
466,seven pagodas,12.6264,80.1722,28.74,59,100,4.88,IN,1724639173
467,soavinandriana,-19.1667,46.7333,6.76,79,5,3.07,MG,1724639174
468,tual,-5.6667,132.75,25.82,86,83,7.42,ID,1724639176
469,nabire,-3.3667,135.4833,27.13,83,100,1.09,ID,1724639177
470,taro,-8.3862,115.28,24.67,66,73,2.11,ID,1724639179
471,pariaman,-0.619,100.12,29.03,74,33,0.49,ID,1724639180
472,mil'kovo,55.6078,37.7956,17.97,73,0,1.66,RU,1724639181
473,boyolangu,-8.1181,111.8935,26.03,71,71,4.86,ID,1724639182
474,constantia,44.1833,28.65,22.61,71,12,6.32,RO,1724639185
475,sitka,57.0531,-135.33,13.94,82,75,4.12,US,1724639186
476,pahlgam,34.0333,75.3333,14.93,69,7,0.62,IN,1724639187
477,san bernardo del viento,9.3533,-75.9524,26.41,86,99,1.96,CO,1724639188
478,gadzhiyevo,69.2551,33.3362,14.85,90,100,13.32,RU,1724639189
479,yilan,24.757,121.753,31.93,66,28,1.05,TW,1724639190
480,cabedelo,-6.9811,-34.8339,22.37,75,11,5.56,BR,1724639193
481,freetown,8.484,-13.2299,23.84,100,75,1.54,SL,1724639194
482,fort bragg,35.139,-79.006,24.16,63,0,0.45,US,1724639195
483,gotsucho,35.0,132.2167,30.99,62,5,0.9,JP,1724639196
484,kibondo,-3.5864,30.7203,16.13,52,28,1.07,TZ,1724639197
485,embarcacion,-23.209,-64.096,11.23,58,0,1.68,AR,1724639199
486,mogocha,53.7333,119.7667,20.02,46,0,2.66,RU,1724639201
487,las tablas,7.7667,-80.2833,25.1,99,99,1.7,PA,1724639202
488,ciudad constitucion,25.0369,-111.6644,27.95,45,17,7.11,MX,1724639203
489,essaouira,31.5125,-9.77,22.72,83,0,2.06,MA,1724639204
490,colchani,-20.3,-66.9333,6.25,14,0,4.2,BO,1724639205
491,machico,32.7,-16.7667,21.35,78,75,6.69,PT,1724639206
492,dire dawa,9.5931,41.8661,20.96,65,74,6.2,ET,1724639207
493,tocopilla,-22.092,-70.1979,17.01,74,3,3.09,CL,1724639203
494,sanandaj,35.3144,46.9923,16.01,48,0,0.0,IR,1724639210
495,pangkalanbuun,-2.6833,111.6167,30.2,59,48,2.44,ID,1724639211
496,leava,-14.3,-178.1667,26.3,87,99,5.9,WF,1724639212
497,tieli,46.95,128.05,17.72,91,100,3.8,CN,1724639213
498,labytnangi,66.6572,66.4183,15.63,74,22,1.49,RU,1724639214
499,toliara,-23.35,43.6667,18.8,58,0,2.47,MG,1724639215
500,gazli,40.1333,63.45,21.18,26,0,7.13,UZ,1724639216
501,axim,4.8699,-2.2405,23.58,90,100,3.35,GH,1724639217
502,yuzhno-kurilsk,44.0306,145.8556,16.85,99,100,4.87,RU,1724639219
503,candelaria,13.9311,121.4233,29.71,67,100,1.62,PH,1724639220
504,karukh,34.4811,62.5863,20.67,29,0,5.39,AF,1724639221
505,viedma,-40.8135,-62.9967,7.24,69,100,6.89,AR,1724639222
506,conceicao da barra,-18.5933,-39.7322,21.63,84,0,1.98,BR,1724639224
507,solnechnyy,50.7214,136.6319,15.08,100,100,2.09,RU,1724639225
508,puerto baquerizo moreno,-0.9,-89.6,19.04,90,36,5.21,EC,1724639226
509,fort morgan,40.2503,-103.8,24.36,50,0,4.63,US,1724638977
510,cozumel,20.5083,-86.9458,26.64,100,20,1.03,MX,1724639041
511,pathein,16.7833,94.7333,27.4,83,100,1.89,MM,1724639230
512,raub,3.7899,101.857,24.17,96,98,1.66,MY,1724639231
513,cadale,2.7603,46.3222,24.73,88,98,6.54,SO,1724639232
514,at taj,24.2049,23.2857,32.84,31,8,5.01,LY,1724639233
515,vilhena,-12.7406,-60.1458,17.32,61,0,3.09,BR,1724639235
516,coxim,-18.5067,-54.76,14.94,31,53,4.99,BR,1724639236
517,mto wa mbu,-3.35,35.85,17.21,79,27,1.44,TZ,1724639237
518,martapura,-3.4167,114.85,30.05,70,40,2.57,ID,1724639239
519,belfast,54.5833,-5.9333,13.33,95,75,4.63,GB,1724638957
520,bryne,58.7354,5.6477,14.97,92,75,9.26,NO,1724639241
521,inari,68.906,27.0288,9.75,89,88,5.49,FI,1724639242
522,lebu,-37.6167,-73.65,8.69,89,100,5.17,CL,1724639243
523,isangel,-19.55,169.2667,28.06,65,75,4.63,VU,1724639244
524,sogndal,61.2283,7.1003,11.21,81,100,0.51,NO,1724639245
525,forster,-32.1667,152.5167,24.1,70,0,4.01,AU,1724639246
526,morehead city,34.7229,-76.726,24.03,90,0,2.06,US,1724639248
527,monrovia,6.3005,-10.7969,24.29,86,100,3.03,LR,1724639249
528,karyes,37.3,22.5,17.02,49,3,1.96,GR,1724639250
529,kuching,1.55,110.3333,30.02,82,20,0.0,MY,1724639042
530,amurzet,47.6967,131.0981,21.78,73,100,2.46,RU,1724639252
531,egilsstadir,65.2653,-14.3948,6.95,81,100,2.57,IS,1724639253
532,yerofey pavlovich,53.9667,121.9667,20.64,50,17,1.76,RU,1724639254
533,broome,42.2506,-75.833,20.0,88,2,1.32,US,1724639255
534,cochin,9.9399,76.2602,25.99,81,100,1.26,IN,1724639257
535,korsakov,46.6328,142.7813,17.91,93,100,4.86,RU,1724639258
536,gobabis,-22.45,18.9667,14.16,19,0,4.74,NA,1724639259
537,buka,40.8108,69.1986,17.58,30,18,2.38,UZ,1724639260
538,nafada,11.0956,11.3327,22.34,91,100,1.55,NG,1724639261
539,klaksvik,62.2266,-6.589,9.45,80,37,7.52,FO,1724639262
540,alvear,-29.0968,-56.5504,7.27,74,1,2.77,AR,1724639263
541,illapel,-31.6308,-71.1653,9.3,69,69,0.62,CL,1724639264
542,brandon,27.9378,-82.2859,26.95,91,0,0.0,US,1724639051
543,cooper's town,26.8667,-77.5167,28.91,74,100,5.54,BS,1724639267
544,itoman,26.1247,127.6694,31.43,76,75,4.63,JP,1724639268
545,blackwater,-23.5833,148.8833,27.01,35,0,4.05,AU,1724639269
546,ust-nera,64.5667,143.2,19.13,50,100,3.11,RU,1724639270
547,salalah,17.0151,54.0924,24.03,95,100,1.0,OM,1724639272
548,chongwe,-15.3292,28.682,12.79,51,5,1.15,ZM,1724639273
549,happy valley-goose bay,53.3168,-60.3315,23.17,56,75,2.57,CA,1724639029
550,al hazm,16.1641,44.7769,27.77,50,77,5.16,YE,1724639277
551,omdurman,15.6445,32.4777,28.92,66,71,5.75,SD,1724639279
552,cody,44.5263,-109.0565,19.12,49,100,2.57,US,1724639280
553,fort-shevchenko,44.5086,50.263,22.9,57,100,6.86,KZ,1724639281
554,mariehamn,60.0973,19.9348,13.92,72,0,4.12,AX,1724639283
555,sparta,43.9441,-90.8129,28.33,78,100,0.0,US,1724639284
556,coahuayana de hidalgo,18.7,-103.6583,26.67,86,64,0.59,MX,1724639285
557,cova figueira,14.8905,-24.2934,20.08,77,32,4.76,CV,1724639286
558,kigorobya,1.6162,31.3089,20.02,76,100,2.0,UG,1724639287
559,pyinmana,19.7333,96.2167,25.88,88,82,3.6,MM,1724639288
560,tomatlan,19.9333,-105.25,26.9,89,100,0.98,MX,1724639289
561,rio verde de mato grosso,-18.9181,-54.8442,13.17,34,26,3.85,BR,1724639290
562,jayapura,-2.5333,140.7,29.66,86,100,2.41,ID,1724639292
563,chui,-33.6971,-53.4616,6.59,94,8,4.1,UY,1724639293
564,bridgewater,44.3835,-64.5155,19.5,80,75,2.06,CA,1724639294
565,ciudad lazaro cardenas,17.9583,-102.2,27.82,80,8,2.05,MX,1724639295
566,ambon,-3.6954,128.1814,27.08,89,40,1.03,ID,1724639296
567,reggane,26.7158,0.1714,33.83,18,38,1.07,DZ,1724639297
568,kolonia,50.9333,6.95,12.85,83,0,1.74,DE,1724639136
569,la passe,45.5549,-0.8967,13.25,74,2,4.09,FR,1724639299
570,prado,-17.3411,-39.2208,21.9,82,0,2.17,BR,1724639301
571,port-cartier,50.0334,-66.8654,17.79,83,48,1.11,CA,1724639302
572,ketchikan,55.3422,-131.6461,14.32,94,100,10.8,US,1724639303
573,bien hoa,10.95,106.8167,30.58,75,97,3.04,VN,1724639304
574,wainwright,52.839,-110.8572,17.55,41,0,2.55,CA,1724639305
575,sao francisco,-15.9486,-44.8644,24.04,27,1,2.16,BR,1724639306
576,nikologory,56.1413,41.9922,15.79,88,24,0.98,RU,1724639307
577,dunda,-8.1167,34.25,13.71,62,75,1.04,TZ,1724639309
578,yeppoon,-23.1333,150.7333,21.92,73,0,3.19,AU,1724639310
579,suva,-18.1416,178.4415,24.71,73,75,4.12,FJ,1724639311
580,molde,62.7375,7.1591,9.91,81,75,4.12,NO,1724639312
581,qarauyl,48.9451,79.255,15.06,49,6,2.94,KZ,1724639313
582,qurayyat,31.3318,37.3428,23.1,64,0,3.09,SA,1724639314
583,cavelossim,15.1726,73.9419,26.99,86,93,7.48,IN,1724639315
584,ust-tsilma,65.441,52.1498,10.09,92,61,1.69,RU,1724639316
585,road town,18.4167,-64.6167,28.02,78,20,3.6,VG,1724639318
586,hasaki,35.7333,140.8333,28.46,76,68,5.15,JP,1724639319
